scenario,rank,modelled_marginal_price_EUR_per_MWh,near_VOLL
Severe fossil-rich,6,49.134033085248994,False
Severe fossil-rich,7,49.134033085248994,False
Severe fossil-rich,8,49.13403308524899,False
Severe fossil-rich,9,49.13403308524899,False
Severe fossil-rich,10,49.13403308524899,False
Severe fossil-rich,11,48.45769963474136,False
Severe fossil-rich,12,48.45769963474136,False
Severe fossil-rich,13,48.45769963474135,False
Severe fossil-rich,14,48.45769963474135,False
Severe fossil-rich,15,48.45769963474135,False
Severe fossil-rich,16,47.68789034250846,False
Severe fossil-rich,17,47.68789034250845,False
Severe fossil-rich,18,47.687890342508446,False
Severe fossil-rich,19,47.687890342508446,False
Severe fossil-rich,20,47.68789034250844,False
Severe fossil-rich,21,47.68789034250844,False
Severe fossil-rich,22,47.687890342508425,False
Severe fossil-rich,23,47.47082320818309,False
Severe fossil-rich,24,47.470823208183084,False
Severe fossil-rich,25,47.470823208183084,False
Severe fossil-rich,26,47.470823208183084,False
Severe fossil-rich,27,47.470823208183084,False
Severe fossil-rich,28,47.47082320818308,False
Severe fossil-rich,29,47.47082320818308,False
Severe fossil-rich,30,47.47082320818308,False
Severe fossil-rich,31,47.47082320818308,False
Severe fossil-rich,32,47.47082320818307,False
Severe fossil-rich,33,47.47082320818307,False
Severe fossil-rich,34,47.47082320818307,False
Severe fossil-rich,35,47.47082320818307,False
Severe fossil-rich,36,47.47082320818307,False
Severe fossil-rich,37,47.47082320818307,False
Severe fossil-rich,38,47.47082320818306,False
Severe fossil-rich,39,46.811863801926265,False
Severe fossil-rich,40,46.811863801926265,False
Severe fossil-rich,41,46.811863801926265,False
Severe fossil-rich,42,46.811863801926265,False
Severe fossil-rich,43,46.81186380192626,False
Severe fossil-rich,44,46.81186380192626,False
Severe fossil-rich,45,46.81186380192626,False
Severe fossil-rich,46,46.81186380192626,False
Severe fossil-rich,47,46.81186380192626,False
Severe fossil-rich,48,46.81186380192626,False
Severe fossil-rich,49,46.81186380192626,False
Severe fossil-rich,50,46.81186380192626,False
Severe fossil-rich,51,46.81186380192625,False
Severe fossil-rich,52,46.81186380192625,False
Severe fossil-rich,53,46.81186380192625,False
Severe fossil-rich,54,46.81186380192625,False
Severe fossil-rich,55,46.81186380192625,False
Severe fossil-rich,56,46.81186380192625,False
Severe fossil-rich,57,46.81186380192625,False
Severe fossil-rich,58,46.81186380192625,False
Severe fossil-rich,59,46.81186380192625,False
Severe fossil-rich,60,46.81186380192625,False
Severe fossil-rich,61,46.81186380192625,False
Severe fossil-rich,62,46.81186380192625,False
Severe fossil-rich,63,46.81186380192625,False
Severe fossil-rich,64,46.81186380192624,False
Severe fossil-rich,65,46.81186380192624,False
Severe fossil-rich,66,46.81186380192624,False
Severe fossil-rich,67,46.81186380192624,False
Severe fossil-rich,68,46.81186380192624,False
Severe fossil-rich,69,45.69762916197274,False
Severe fossil-rich,70,45.69762916197274,False
Severe fossil-rich,71,45.697629161972735,False
Severe fossil-rich,72,45.697629161972735,False
Severe fossil-rich,73,45.697629161972735,False
Severe fossil-rich,74,45.69762916197273,False
Severe fossil-rich,75,45.69762916197273,False
Severe fossil-rich,76,45.69762916197273,False
Severe fossil-rich,77,45.69762916197273,False
Severe fossil-rich,78,45.69762916197273,False
Severe fossil-rich,79,45.69762916197272,False
Severe fossil-rich,80,45.69762916197272,False
Severe fossil-rich,81,45.69762916197272,False
Severe fossil-rich,82,34.12394488676513,False
Severe fossil-rich,83,34.123938937939585,False
Severe fossil-rich,84,34.12393893793957,False
Severe fossil-rich,85,34.12393893793955,False
Severe fossil-rich,86,34.123747905903585,False
Severe fossil-rich,87,34.123747905903585,False
Severe fossil-rich,88,34.12372578905152,False
Severe fossil-rich,89,34.12329608851067,False
Severe fossil-rich,90,34.12329608851066,False
Severe fossil-rich,91,34.12329608851066,False
Severe fossil-rich,92,34.12329608851066,False
Severe fossil-rich,93,34.12329608851066,False
Severe fossil-rich,94,34.123296088510656,False
Severe fossil-rich,95,34.123296088510656,False
Severe fossil-rich,96,34.12328423503639,False
Severe fossil-rich,97,34.12328423503638,False
Severe fossil-rich,98,34.12328423503638,False
Severe fossil-rich,99,34.12328423503638,False
Severe fossil-rich,100,34.12328423503638,False
Severe fossil-rich,101,34.1226842098799,False
Severe fossil-rich,102,34.12268420987989,False
Severe fossil-rich,103,27.07989425600345,False
Severe fossil-rich,104,27.079894256003445,False
Severe fossil-rich,105,27.079894256003445,False
Severe fossil-rich,106,27.079894256003445,False
Severe fossil-rich,107,27.079894256003445,False
Severe fossil-rich,108,27.079894256003445,False
